Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source
"Aug. 31, 2023","Aug. 31, 2023",Run,284,4.00845747456,1072,4.45725090471646,1.96647205320926,13.46121304704,30.511552896,,3042,b'',Map My Fitness MapMyRun Android
"Aug. 31, 2023","Aug. 31, 2023",Bike Ride,189,6.25146458112,1208,3.22057931678995,1.51069006999125,18.6302489472,39.7168396416,,,b'',Map My Fitness MapMyRun Android
"Aug. 30, 2023","Aug. 30, 2023",Bike Ride,82,4.01502359808,935,3.88124602322437,1.817927055993,15.45894003456,33.0045876864,,,b'',Map My Fitness MapMyRun Android
"Aug. 29, 2023","Aug. 29, 2023",Run,35,0.510405058944,127,4.14702512328004,2.02714273641931,14.46819568128,29.598250176,,367,b'',Map My Fitness MapMyRun Android
"Aug. 28, 2023","Aug. 28, 2023",Run,287,4.01071055616,1097,4.55862761472998,2.21611414340253,13.1618589696,27.0744769152,,3121,b'',Map My Fitness MapMyRun Android
"Aug. 25, 2023","Aug. 25, 2023",Bike Ride,194,7.15746087936,1500,3.49285795951642,1.64611170762746,17.1779769216,36.4495494528,,,b'',Map My Fitness MapMyRun Android
"Aug. 25, 2023","Aug. 25, 2023",Bike Ride,134,4.0190147712,541,2.24350418555635,1.84785229261115,26.7439176576,32.470124544,,,b'',Map My Fitness MapMyRun Android
"Aug. 25, 2023","Aug. 25, 2023",Bike Ride,132,6.68659901184,1513,3.77122603992683,1.84460873498767,15.90994259712,32.527256256,,,b'',Map My Fitness MapMyRun Android
"Aug. 24, 2023","Aug. 24, 2023",Bike Ride,191,6.3330100416,1150,3.02646917004693,1.59555694742703,19.8250259328,37.6044147072,,,b'',Map My Fitness MapMyRun Android
"Aug. 24, 2023","Aug. 24, 2023",Bike Ride,174,5.70007113984,961,2.80990888212837,1.67023333731011,21.3529371264,35.9231330304,,,b'',Map My Fitness MapMyRun Android
"Aug. 23, 2023","Aug. 23, 2023",Bike Ride,234,7.7617856448,1458,3.13071661496858,1.70813698003659,19.164873024,35.1260249472,,,b'',Map My Fitness MapMyRun Android
"Aug. 23, 2023","Aug. 23, 2023",Bike Ride,174,5.60714761728,920,2.73461112105305,1.84730548596198,21.940991424,32.4796196736,,,b'',Map My Fitness MapMyRun Android
"Aug. 22, 2023","Aug. 22, 2023",Run,285,4.01476610304,1086,4.50835868527798,2.3130045534081,13.30861504896,25.940211264,,3091,b'',Map My Fitness MapMyRun Android
"Aug. 22, 2023","Aug. 22, 2023",Bike Ride,240,7.94539570176,1434,3.00803308677324,1.04322009464726,19.9465314048,57.5144140032,,,b'',Map My Fitness MapMyRun Android
"Aug. 22, 2023","Aug. 22, 2023",Bike Ride,174,5.60119304448,917,2.72858382048835,1.87626138352024,21.9894326784,31.978469952,,,b'',Map My Fitness MapMyRun Android
"Aug. 21, 2023","Aug. 21, 2023",Bike Ride,188,6.22870845696,1116,2.98617324823033,1.66505731527877,20.09265984,36.034821504,,,b'',Map My Fitness MapMyRun Android
"Aug. 21, 2023","Aug. 21, 2023",Bike Ride,171,5.65047115776,1054,3.10888784498529,1.89915891195419,19.2995751168,31.5928711296,,,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Bike Ride,149,5.94768480768,1268,3.55320552970651,1.85627187226597,16.8862028544,32.322869568,,,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Bike Ride,131,4.0125773952,587,2.43816113894854,2.0077808100692,24.6086400384,29.8837478016,,,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Run,70,1.006237507968,258,4.27334367294997,2.16946159428935,14.04052860672,27.65657664,,724,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Run,71,1.011406720896,239,3.9384121729102,2.17259951881015,15.23458138752,27.6166649088,,707,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Bike Ride,195,6.47572666752,1161,2.9880808577905,1.32860966952995,20.079785088,45.1599629184,,,b'',Map My Fitness MapMyRun Android
"Aug. 20, 2023","Aug. 20, 2023",Walk,142,2.05696694016,1016,8.2321741032371,3.7174774317983,7.2884775744,16.1399500416,,2093,b'',Map My Fitness MapMyRun Android
"Aug. 18, 2023","Aug. 18, 2023",Bike Ride,224,7.43544286848,1389,3.11346735067208,1.7183336813012,19.271089728,34.9176148992,,,b'',Map My Fitness MapMyRun Android
"Aug. 18, 2023","Aug. 18, 2023",Bike Ride,168,5.5657552896,975,2.91963682096556,1.70057489262706,20.550518208,35.2821313152,,,b'',Map My Fitness MapMyRun Android
"Aug. 17, 2023","Aug. 17, 2023",Bike Ride,223,7.40090634624,1331,2.9973827845383,1.70890748031496,20.0175034752,35.1100924416,,,b'',Map My Fitness MapMyRun Android
"Aug. 17, 2023","Aug. 17, 2023",Bike Ride,164,5.43123022464,964,2.95819911715581,1.70521032172115,20.282562432,35.1862144128,,,b'',Map My Fitness MapMyRun Android
"Aug. 16, 2023","Aug. 16, 2023",Bike Ride,192,6.36843170304,1169,3.05936456096397,1.74797308717092,19.6119487872,34.3255372416,,,b'',Map My Fitness MapMyRun Android
"Aug. 16, 2023","Aug. 16, 2023",Bike Ride,172,5.60088726912,930,2.76741952000318,1.93795111548556,21.6807604992,30.960559872,,,b'',Map My Fitness MapMyRun Android
"Aug. 15, 2023","Aug. 15, 2023",Bike Ride,551,20.9918003328,4430,3.51723435138789,1.53977024178796,17.0588854656,38.9667244032,,,b'',Map My Fitness MapMyRun Android
"Aug. 15, 2023","Aug. 15, 2023",Walk,133,2.13099676416,1166,9.11930575439434,3.42013888888889,6.57943279488,17.5431370752,,2260,b'',Map My Fitness MapMyRun Android
"Aug. 14, 2023","Aug. 14, 2023",Run,36,0.507550082688,138,4.53157932673189,2.45521777817546,13.24041105024,24.4377277056,,398,b'',Map My Fitness MapMyRun Android
"Aug. 13, 2023","Aug. 13, 2023",Bike Ride,89,2.93869433088,538,3.05124323948143,2.0243341386304,19.6640915328,29.6394493824,,,b'',Map My Fitness MapMyRun Android
"Aug. 13, 2023","Aug. 13, 2023",Bike Ride,154,5.08539829248,982,3.21836102163366,1.28619487194782,18.6429627648,46.649249856,,,b'',Map My Fitness MapMyRun Android
"Aug. 12, 2023","Aug. 12, 2023",Bike Ride,263,8.69039322624,1723,3.30441471804661,1.67878340491529,18.1575846144,35.7401506176,,,b'',Map My Fitness MapMyRun Android
"Aug. 12, 2023","Aug. 12, 2023",Bike Ride,186,7.14590578944,1512,3.52649899586415,1.62843991092023,17.013984768,36.845126208,,,b'',Map My Fitness MapMyRun Android
"Aug. 11, 2023","Aug. 11, 2023",Bike Ride,243,8.03709612288,1565,3.24537202736022,0.704001133381055,18.4878220032,85.2269958144,,,b'',Map My Fitness MapMyRun Android
"Aug. 11, 2023","Aug. 11, 2023",Bike Ride,173,5.62063392,933,2.76659309631751,1.88862667024576,21.6873588096,31.7690942976,,,b'',Map My Fitness MapMyRun Android
"Aug. 10, 2023","Aug. 10, 2023",Bike Ride,228,7.55311810176,1358,2.99655636085262,1.66752415891195,20.0229752448,35.9813912832,,,b'',Map My Fitness MapMyRun Android
"Aug. 10, 2023","Aug. 10, 2023",Bike Ride,167,5.49481540608,930,2.82083880139982,1.9456250497097,21.2702168448,30.8384106624,,,b'',Map My Fitness MapMyRun Android
"Aug. 9, 2023","Aug. 9, 2023",Bike Ride,184,6.1055292672,1071,2.92357631432435,1.74302075876879,20.5228374912,34.423063488,,,b'',Map My Fitness MapMyRun Android
"Aug. 9, 2023","Aug. 9, 2023",Bike Ride,173,5.74822271232,1033,2.99512720711047,1.73647772011453,20.0324703744,34.55261568,,,b'',Map My Fitness MapMyRun Android
"Aug. 8, 2023","Aug. 8, 2023",Bike Ride,164,5.90048274816,1228,3.46864312415493,1.96322228187386,17.2978730496,30.5619253632,,,b'',Map My Fitness MapMyRun Android
"Aug. 8, 2023","Aug. 8, 2023",Run,291,4.00821607296,1131,4.70284786844826,2.60290528314642,12.7582354944,23.0511169152,,3261,b'',Map My Fitness MapMyRun Android
"Aug. 8, 2023","Aug. 8, 2023",Bike Ride,188,6.23775297024,1186,3.16887501988388,1.64189259723216,18.9340930944,36.5432132736,,,b'',Map My Fitness MapMyRun Android
"Aug. 7, 2023","Aug. 7, 2023",Bike Ride,228,7.56349837056,1425,3.1400806788356,1.80820881054641,19.107741312,33.1820983296,,,b'',Map My Fitness MapMyRun Android
"Aug. 7, 2023","Aug. 7, 2023",Bike Ride,225,7.47342338688,1284,2.86347729261115,1.71424505885628,20.9534979456,35.000817984,,,b'',Map My Fitness MapMyRun Android
"Aug. 6, 2023","Aug. 6, 2023",Walk,101,1.599045807744,869,9.05747932076672,2.12712757496222,6.62434958592,28.206972288,,1698,b'',Map My Fitness MapMyRun Android
"Aug. 5, 2023","Aug. 5, 2023",Walk,737,10.62892854144,14549,22.8135190487553,4.23432156207747,2.63002215168,14.16991986432,,17107,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2023","Aug. 3, 2023",Bike Ride,231,7.66487094912,1339,2.91155278175455,1.31800286327845,20.6074889856,45.5233527936,,,b'',Map My Fitness MapMyRun Android
"Aug. 3, 2023","Aug. 3, 2023",Bike Ride,171,5.6718110592,982,2.88561674819057,1.894051240754,20.79272448,31.6781663616,,,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2023","Aug. 2, 2023",Run,288,4.00359725568,1110,4.6208455122087,2.0723537043665,12.98463800832,28.9525813632,,3194,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2023","Aug. 2, 2023",Bike Ride,237,7.83850307328,1465,3.11496485524537,1.8447267955142,19.2619164672,32.5251641088,,,b'',Map My Fitness MapMyRun Android
"Aug. 2, 2023","Aug. 2, 2023",Bike Ride,165,5.48437076352,944,2.86875894774517,1.81443494989263,20.915034624,33.0681567744,,,b'',Map My Fitness MapMyRun Android
"Aug. 1, 2023","Aug. 1, 2023",Bike Ride,187,6.20987913216,1182,3.17236091227233,1.65804824823033,18.9133325568,36.1872263808,,,b'',Map My Fitness MapMyRun Android
"Aug. 1, 2023","Aug. 1, 2023",Bike Ride,167,5.52951286272,1049,3.16182245685198,1.08973594209815,18.9764188416,55.0590378624,,,b'',Map My Fitness MapMyRun Android
"July 30, 2023","July 30, 2023",Bike Ride,100,4.6036089792,1011,3.66016836673825,1.5626677702219,16.3926170496,38.3958900864,,,b'',Map My Fitness MapMyRun Android
"July 30, 2023","July 30, 2023",Bike Ride,93,4.69907526528,1064,3.77379851666269,1.74431321084864,15.89909561856,34.3974749184,,,b'',Map My Fitness MapMyRun Android
"July 28, 2023","July 28, 2023",Bike Ride,292,9.6583975488,1874,3.23380209576076,1.7474387079456,18.5539660416,34.3359979776,,,b'',Map My Fitness MapMyRun Android
"July 28, 2023","July 28, 2023",Bike Ride,169,5.58551803392,1055,3.14802180267239,2.0375258490416,19.0596219264,29.4474546432,,,b'',Map My Fitness MapMyRun Android
"July 27, 2023","July 27, 2023",Bike Ride,173,5.73303050496,1149,3.34028647697447,1.84409921061004,17.9625321216,32.536107648,,,b'',Map My Fitness MapMyRun Android
"July 27, 2023","July 27, 2023",Run,281,4.00958401536,1046,4.3479206434423,2.22602501391871,13.79969027712,26.9539370496,,3016,b'',Map My Fitness MapMyRun Android
"July 27, 2023","July 27, 2023",Bike Ride,164,5.4415944,985,3.01688762626263,1.64283086773244,19.8881122176,36.5222918016,,,b'',Map My Fitness MapMyRun Android
"July 27, 2023","July 27, 2023",Bike Ride,220,7.27386473088,1366,3.12992747355444,1.62338194941541,19.1698619904,36.9598724352,,,b'',Map My Fitness MapMyRun Android
"July 27, 2023","July 27, 2023",Bike Ride,170,5.55374958336,927,2.78189746878231,1.77911621132586,21.5679454848,33.724608192,,,b'',Map My Fitness MapMyRun Android
"July 26, 2023","July 26, 2023",Bike Ride,174,5.78399842944,1082,3.11779830788197,1.43616280919431,19.2443746176,41.7779265024,,,b'',Map My Fitness MapMyRun Android
"July 26, 2023","July 26, 2023",Bike Ride,185,5.77035119232,888,2.56483387019804,1.78403747116838,23.3932634496,33.6315881088,,,b'',Map My Fitness MapMyRun Android
"July 25, 2023","July 25, 2023",Bike Ride,240,7.94568538368,1504,3.15475125268432,1.41676981428458,19.0189055232,42.34988736,,,b'',Map My Fitness MapMyRun Android
"July 25, 2023","July 25, 2023",Bike Ride,167,5.52537684864,982,2.96208890081922,1.75459690408017,20.256008256,34.1959850496,,,b'',Map My Fitness MapMyRun Android
"July 24, 2023","July 24, 2023",Bike Ride,96,0.865426345344,1098,21.1456344945518,2.08422810785015,2.83746659328,28.7876236032,,,b'',Map My Fitness MapMyRun Android
"July 24, 2023","July 24, 2023",Bike Ride,166,5.49898360704,1006,3.04904358546091,1.62239396921976,19.67825376,36.9824032512,,,b'',Map My Fitness MapMyRun Android
"July 23, 2023","July 23, 2023",Bike Ride,228,10.92928041216,2609,3.97860867533604,1.27008271693311,15.08066372736,47.2411665792,,,b'',Map My Fitness MapMyRun Android
"July 23, 2023","July 23, 2023",Bike Ride,272,10.24687027584,2157,3.50839223932236,1.46547288833214,17.1018549504,40.9423550976,,,b'',Map My Fitness MapMyRun Android
"July 22, 2023","July 22, 2023",Bike Ride,170,5.62871282688,1093,3.23638699992046,1.67490604867573,18.5391600768,35.8228708992,,,b'',Map My Fitness MapMyRun Android
"July 22, 2023","July 22, 2023",Run,281,4.00797467136,1045,4.34550350950449,1.96912530820011,13.807366848,30.4703536896,,3040,b'',Map My Fitness MapMyRun Android
"July 22, 2023","July 22, 2023",Bike Ride,195,6.47017443072,1183,3.04731617354649,1.70542158792651,19.689519168,35.181869184,,,b'',Map My Fitness MapMyRun Android
"July 21, 2023","July 21, 2023",Bike Ride,156,5.10530587776,856,2.79448023542512,1.6775903722262,21.4709020416,35.7655782528,,,b'',Map My Fitness MapMyRun Android
"July 21, 2023","July 21, 2023",Bike Ride,181,5.79721114368,938,2.69669505090273,1.83120575837111,22.2495026688,32.7652782336,,,b'',Map My Fitness MapMyRun Android
"July 20, 2023","July 20, 2023",Bike Ride,224,7.4119947264,1387,3.11881735663724,1.7947374830987,19.238098176,33.4310638464,,,b'',Map My Fitness MapMyRun Android
"July 20, 2023","July 20, 2023",Bike Ride,167,5.55461862912,990,2.97050226676211,1.76180480991012,20.1985546752,34.0559721216,,,b'',Map My Fitness MapMyRun Android
"July 19, 2023","July 19, 2023",Bike Ride,147,6.05462571648,1301,3.58128529388372,1.65646996540205,16.7537538432,36.221505408,,,b'',Map My Fitness MapMyRun Android
"July 19, 2023","July 19, 2023",Bike Ride,168,5.59380615552,963,2.86924983098704,1.79655188698004,20.9113331328,33.3972676224,,,b'',Map My Fitness MapMyRun Android
"July 18, 2023","July 18, 2023",Bike Ride,117,3.86908828416,741,3.19196517338742,1.75049585421141,18.79713792,34.2761303808,,,b'',Map My Fitness MapMyRun Android
"July 18, 2023","July 18, 2023",Run,282,4.00591471104,1057,4.39765519366897,2.09339333293566,13.64363218944,28.661611968,,3067,b'',Map My Fitness MapMyRun Android
"July 18, 2023","July 18, 2023",Bike Ride,178,5.90972038272,1086,3.06275103396166,1.67641598067287,19.5902226432,35.7906840192,,,b'',Map My Fitness MapMyRun Android
"July 18, 2023","July 18, 2023",Bike Ride,180,5.94770090112,1143,3.20291994750656,1.79187296190249,18.7329250944,33.4844940672,,,b'',Map My Fitness MapMyRun Android
"July 18, 2023","July 18, 2023",Bike Ride,183,6.0830789184,1052,2.88231105344786,1.8168148015589,20.8165427712,33.0248654208,,,b'',Map My Fitness MapMyRun Android
"July 16, 2023","July 16, 2023",Bike Ride,128,5.63505364224,1465,4.33300152111668,1.82616643800207,13.84721420544,32.8557233664,,,b'',Map My Fitness MapMyRun Android
"July 16, 2023","July 16, 2023",Bike Ride,145,5.05754054784,1044,3.44040801717967,1.51409518412471,17.4398171904,39.627681984,,,b'',Map My Fitness MapMyRun Android
"July 15, 2023","July 15, 2023",Bike Ride,1102,36.5623644672,6468,2.94838766603038,1.48850711842838,20.35015488,40.3089172992,,,b'',Map My Fitness MapMyRun Android
"July 14, 2023","July 14, 2023",Bike Ride,186,6.14336494464,1218,3.30437743577507,1.572025620377,18.1577455488,38.1673632384,,,b'',Map My Fitness MapMyRun Android
"July 14, 2023","July 14, 2023",Bike Ride,144,4.79454155136,824,2.86436585341605,1.6400409110793,20.9470605696,36.5845734144,,,b'',Map My Fitness MapMyRun Android
"July 13, 2023","July 13, 2023",Bike Ride,171,5.6778460992,1072,3.14673556430446,1.75289434701344,19.0673467776,34.2289766016,,,b'',Map My Fitness MapMyRun Android
"July 13, 2023","July 13, 2023",Bike Ride,170,5.64133008384,1079,3.18778334526366,1.51309477650521,18.8219218176,39.6539142912,,,b'',Map My Fitness MapMyRun Android
"July 12, 2023","July 12, 2023",Bike Ride,124,6.21171378432,1420,3.81001202974628,1.81321706235584,15.7479943104,33.0903657216,,,b'',Map My Fitness MapMyRun Android
"July 12, 2023","July 12, 2023",Run,281,4.0054962816,1048,4.36066496659509,1.92193216614969,13.75936011648,31.2185377152,,3058,b'',Map My Fitness MapMyRun Android
"July 12, 2023","July 12, 2023",Bike Ride,196,6.47466450048,1312,3.37726427662451,1.72323630000795,17.7658702848,34.81815744,,,b'',Map My Fitness MapMyRun Android
